project_id,project_code,project_name,project_type,facility_id,priority,status,active_flag
3cc97f73-d703-4f51-a767-bcef7f90c278,240000204_RIEEF_HO_OWNERS_COST_EXECUTE,240000204 - RIEEF HO Owners Cost Execute,Growth & Opti Project,FAC_REEF,,Active,true
e9e1f9c1-ce7d-438f-abf5-cfbe2894245f,240000205_RIEEF_RRUC_RAIL_YARD_EXECUTE,240000205 - RIEEF RRUC Rail Yard Execute,Growth & Opti Project,FAC_REEF,,Active,true
0a771ba2-66ea-4c30-99a4-8279f204a8c7,240000206_RIEEF_SITE_OWNERS_COST_EXECUTE,240000206 - RIEEF Site Owners Cost Execute,Growth & Opti Project,FAC_REEF,,Active,true
4ec51b30-5226-4402-a489-5652aafafb98,240000207_RIEEF_RRUC_OFFLOADING_EXECUTE,240000207 - RIEEF RRUC Offloading Execute,Growth & Opti Project,FAC_REEF,,Active,true
46ed9c8d-49fb-4373-a766-3945bdd6232c,240000208_RIEEF_CSU_EXECUTE,240000208 - RIEEF CSU Execute,Growth & Opti Project,FAC_REEF,,Active,true
cd93f55d-785b-4a82-b396-c357eb51b5a0,240002200_PIPESTONE_OH_COMPRESSOR,240002200 - Pipestone OH Compressor,Growth & Opti Project,FAC_PIPESTONE,,Active,true
cc8b4ccc-5e9b-475a-8741-86507df3652c,240700200_JEEP_C2_REJECTION_LINE,240700200 - JEEP C2 Rejection Line,Growth & Opti Project,FAC_JEEP,,Active,true
81a03e09-ea31-4192-a2b4-4acb66fbbae9,240700800_NORTH_PAD_PL_MODIFICATIONS,240700800 - North Pad PL Modifications,Growth & Opti Project,FAC_TOWNSEND,,Active,true
c2d08b63-9db7-4657-aae2-70ff8baab1ca,240800100_DIMSDALE_11_35_INJECTION_WELL,240800100 - Dimsdale 11-35 Injection Well,Growth & Opti Project,FAC_DIMSDALE,,Active,true
dca31913-6d04-42b1-87fe-1ba11a80f6c4,240800200_DIMSDALE_K301_REDEPLOYMENT,240800200 - Dimsdale K301 Redeployment,Growth & Opti Project,FAC_DIMSDALE,,Active,true
a1b528b7-5361-43fd-ae0e-671331e2d8bc,241900601_RIPET_METHANOL_REMOVAL_FEED,241900601 - RIPET Methanol Removal - FEED,Growth & Opti Project,FAC_RIPET,,Active,true
6ea4a3f2-488e-44c9-aba9-b50b96277b56,241900603_RIPET_METHANOL_REMOVAL_FID,241900603 - RIPET Methanol Removal  - FID,Growth & Opti Project,FAC_RIPET,,Active,true
96552a08-7554-4816-84e7-2ed5ba39ce9c,241900800_RIEEF_CONTRACTUAL_FID_PAYMENT,241900800 - RIEEF Contractual FID Payment,Growth & Opti Project,FAC_REEF,,Active,true
585d97d8-e3b3-40c9-b53b-351cd1ddae99,241900901_RIEEF_UPLANDS_FACILITY_EXECUTE,241900901 - RIEEF Uplands Facility Execute,Growth & Opti Project,FAC_REEF,,Active,true
015eb702-8f23-4cfa-87be-bed9e0c02cd5,241900902_RIEEF_UPLANDS_STORAGE_EXECUTE,241900902 - RIEEF Uplands Storage Execute,Growth & Opti Project,FAC_REEF,,Active,true
48523c35-3668-40a9-ab5e-9846a9513c6c,241900903_RIEEF_JETTY_EXECUTE,241900903 - RIEEF Jetty Execute,Growth & Opti Project,FAC_REEF,,Active,true
2a04b1d7-f464-4879-92f3-3ad934694e55,241900904_RIEEF_HO_OWNERS_COST_EXECUTE,241900904 - RIEEF HO Owners Cost Execute,Growth & Opti Project,FAC_REEF,,Active,true
9c18bc29-8d32-45cf-aaf4-47d56f2f0765,241900905_RIEEF_RRUC_RAIL_YARD_EXECUTE,241900905 - RIEEF RRUC Rail Yard Execute,Growth & Opti Project,FAC_REEF,,Active,true
f3f7d550-aeb7-4baf-af01-3d6008df5618,241900906_RIEEF_SITE_OWNERS_COST_EXECUTE,241900906 - RIEEF Site Owners Cost Execute,Growth & Opti Project,FAC_REEF,,Active,true
0dc8ea7e-cc8e-47f7-a1a6-1b704384ee6c,241900907_RIEEF_RRUC_OFFLOADING_EXECUTE,241900907 - RIEEF RRUC Offloading Execute,Growth & Opti Project,FAC_REEF,,Active,true
3a343166-d5d1-4256-bb12-34de54fbb73b,241900908_RIEEF_CSU_EXECUTE,241900908 - RIEEF CSU Execute,Growth & Opti Project,FAC_REEF,,Active,true
b44ebfff-7c1c-4046-8697-014f1aa0b9ea,241901600_BNSF_SELF_SWITCHING,241901600 - BNSF Self-Switching,Growth & Opti Project,FAC_FERNDALE,,Active,true
a5b5f337-c456-45fb-8bca-79f84c2d6f48,250002501_REEF_OPTI_PHASE_1,250002501 - REEF Opti Phase 1,Growth & Opti Project,FAC_REEF,,Active,true
bd3a50d7-33ab-4822-a787-76b31b769a9d,250002600_PS2_DEBOTTLENECK_PROGRAM,250002600 - PS2 Debottleneck Program,Growth & Opti Project,FAC_PIPESTONE,,Active,true
8081f605-0afe-4b98-9746-2ceca0ca92dc,250700100_NEBC_KOBES_PIPELINE,250700100 - NEBC Kobes Pipeline,Growth & Opti Project,FAC_TOWNSEND,,Active,true
0e875c34-70e3-4fb1-bb3a-918c495b961b,250700200_HARMATTAN_K302_OPTIMIZATION,250700200 - Harmattan K302 Optimization,Growth & Opti Project,FAC_HARMATTAN,,Active,true
acc90ff0-99ac-4348-9abb-294d04b91813,250700300_MERCAPTAN_TREATING_EXPANSION,250700300 - Mercaptan Treating Expansion,Growth & Opti Project,FAC_TOWNSEND,,Active,true
9b00e4ee-7d92-4337-9a5f-8be5fe77ba6b,250701100_TWN_NGL_TREATER_DEBOTTLENECK,250701100 - TWN NGL Treater Debottleneck,Growth & Opti Project,FAC_TOWNSEND,,Active,true
366c5bf3-d92c-49eb-9cad-2b7ad15b49d4,250800101_DIMSDALE_IT_S_COMMON,250800101 - Dimsdale IT-S Common,Growth & Opti Project,FAC_DIMSDALE,,Active,true
39a8c2b2-56ec-4044-87bb-817fe0ee3abb,250800102_DIMSDALE_IT_S_PIPELINE_FEED,250800102 - Dimsdale IT-S Pipeline FEED,Growth & Opti Project,FAC_DIMSDALE,,Active,true
5be97982-4673-4592-88e1-e57e8948d560,250800103_DIMSDALE_IT_S_05_36_FAC_FEED,250800103 - Dimsdale IT-S 05-36 FAC FEED,Growth & Opti Project,FAC_DIMSDALE,,Active,true
22934ff6-e543-4787-9ac7-0126ffa564fb,250800104_DIMSDALE_IT_S_08_25_FAC_FEED,250800104 - Dimsdale IT-S 08-25 FAC FEED,Growth & Opti Project,FAC_DIMSDALE,,Active,true
e663fb98-c250-48fd-a465-f13c2ca99323,250800105_DIMSDALE_IT_S_WELLS,250800105 - Dimsdale IT-S Wells,Growth & Opti Project,FAC_DIMSDALE,,Active,true
eba22f82-3e27-49d3-8dd8-df7c1c28695c,250800107_DIMSDALE_IT_S_PIPELINE_EXE,250800107 - Dimsdale IT-S Pipeline Exe,Growth & Opti Project,FAC_DIMSDALE,,Active,true
413ed6a2-d279-4e82-98e4-1f907ad21c11,250800108_DIMSDALE_IT_S_05_36_EXECUTION,250800108 - Dimsdale IT-S 05-36 Execution,Growth & Opti Project,FAC_DIMSDALE,,Active,true
01dc6faf-7e92-4037-bb3c-e0f0c1d52d4a,251200100_AFS_WOLF_SSLP_TIE_IN,251200100 - AFS WOLF SSLP TIE IN,Growth & Opti Project,FAC_AFS,,Active,true
64f43ffa-568a-4752-9da9-6b51705e2da7,251901300_GRIFFITH_MARATHON_C4_PIPELINE,251901300 - Griffith Marathon C4 Pipeline,Growth & Opti Project,FAC_GRIFFITH,,Active,true
3962eea3-4cdc-4fc9-9a4c-4626fa2862d8,251901801_REEF_OPTIMIZATAION_PHASE_1,251901801 - REEF Optimizataion Phase 1,Growth & Opti Project,FAC_REEF,,Active,true
e6bf46b3-9a7f-45db-b1b9-d574b1ab8d0c,251901901_RIPET_METHANOL_REMOVAL_FEED,251901901 - RIPET Methanol Removal ‐ FEED,Growth & Opti Project,FAC_RIPET,,Active,true
de400937-3d86-4d72-9e8c-576e2babf24a,251901902_RIPET_METHANOL_REMOVAL_FID,251901902 - RIPET Methanol Removal - FID,Growth & Opti Project,FAC_RIPET,,Active,true
8c5f07b0-2c33-4044-af5d-139e6db0c8df,261900100_RIPET_OFFLOAD_OPTIMIZATION,261900100 - RIPET Offload Optimization,Growth & Opti Project,FAC_RIPET,,Active,true
41922926-b906-42c6-80bb-50ba307b0d77,261900201_RIPET_PERM_SZN_CHILLER_FEED,261900201 - RIPET PERM SZN Chiller - FEED,Growth & Opti Project,FAC_RIPET,,Active,true
6b93a1aa-fe90-4e84-8a41-6ec7171c15b4,200701600_2020_JEEP_SMALL_PROJECTS,200701600 - 2020 JEEP Small Projects,Maintainance Capital Project,FAC_JEEP,,Active,true
eb5d896a-9a3d-40a3-ba85-3bf6cf8da59c,200701700_EEEP_DCS_UPGRADE_PHASE_2,200701700 - EEEP DCS Upgrade Phase 2,Maintainance Capital Project,FAC_EEEP,,Active,true
da847ac2-9303-4060-ac15-ac7abdaeedf2,200702400_HARM_STAGE_5_GC_UPGRADE,200702400 - HARM - Stage 5 GC Upgrade,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
662a31c1-0daf-457f-ae9b-31c939a03937,200702500_HARM_2020_SMALL_PROJECTS,200702500 - HARM - 2020 Small Projects,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
f39df946-6892-44d7-9873-e0d370cb32b2,200703700_EAGLE_HILL_COMPLIANCE,200703700 - Eagle Hill - Compliance,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
bfae268a-8eca-4078-94c1-031e93bb6674,200704301_YOUNGER_GAS_PLANT_TURNAROUND,200704301 - Younger Gas Plant Turnaround,Maintainance Capital Project,FAC_YOUNGER,,Active,true
d97b652d-ef31-4a76-8416-fdfa10726082,200704302_YOUNGER_FLARE_SYSTEM_UPGRADE,200704302 - Younger Flare System Upgrade,Maintainance Capital Project,FAC_YOUNGER,,Active,true
e14d987d-f3c6-4a29-8af4-2eeeed1191d8,200704303_YOUNGER_CONTROL_SYSTEM_UPGRADE,200704303 - Younger Control System Upgrade,Maintainance Capital Project,FAC_YOUNGER,,Active,true
d74fbccc-a32a-456a-b5f0-5edf071ac141,200704400_HARM_C3_INJECTION_PUMP_UPGRADE,200704400 - HARM C3 Injection Pump Upgrade,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
3427122b-eae4-4d1a-81e6-8b211c80d183,201900300_DCS_UPGRADE,201900300 - DCS Upgrade,Maintainance Capital Project,FAC_FERNDALE,,Active,true
acba1509-1fa6-4595-8295-540ca95465fa,201900400_PIER_SUB_SURFACE_RECLAMATION,201900400 - Pier Sub-Surface Reclamation,Maintainance Capital Project,FAC_FERNDALE,,Active,true
3b095f58-e39e-4e56-a790-814d035820e7,201900600_DEHY_PSV_DISCHARGE,201900600 - Dehy PSV Discharge,Maintainance Capital Project,FAC_FERNDALE,,Active,true
e7dfada1-c287-4e81-a5d9-3db05fe963fe,201900700_DEETHANZIER_TOWER_UPGRADE,201900700 - Deethanzier Tower Upgrade,Maintainance Capital Project,FAC_FERNDALE,,Active,true
a8efb1b0-49dd-4211-ae58-d1536b1f5e71,201900800_STANDBY_GENERATOR_METERING,201900800 - Standby Generator & Metering,Maintainance Capital Project,FAC_FERNDALE,,Active,true
567d1bfa-6495-451d-9b50-59e502b42792,210703301_TOWNSEND_1_2021_TURNAROUND,210703301 - Townsend 1 2021 Turnaround,Maintainance Capital Project,FAC_TOWNSEND,,Active,true
58806e9b-ccf9-4de7-adb5-bd7763e92191,210703302_TOWNSEND_2A_2021_TURNAROUND,210703302 - Townsend 2A 2021 Turnaround,Maintainance Capital Project,FAC_TOWNSEND,,Active,true
a0b1beb5-e9f3-4603-af4a-dcc06fc29025,210703303_C41F_2021_TURNAROUND,210703303 - C41F 2021 Turnaround,Maintainance Capital Project,FAC_TOWNSEND,,Active,true
1a5c704e-813e-4eef-9ed4-6ac5373fb3c5,210703304_TRUCK_TERMINAL_2021_TURNAROUND,210703304 - Truck Terminal 2021 Turnaround,Maintainance Capital Project,FAC_TOWNSEND,,Active,true
4df7ccdc-4429-40cf-a625-ac20614233f5,210704100_EEEP_P250_VFD_ADDITION,210704100 - EEEP P250 VFD Addition,Maintainance Capital Project,FAC_EEEP,,Active,true
8be49af3-cc75-4542-a79a-e87db4bf29d9,210705201_HARM_DETAILED_DESIGN,210705201 - HARM - Detailed Design,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
167718c9-bbc5-475b-b8bd-074dd41996a5,210705400_HARM_2_STEAM_CONTROLS_UPGRD,210705400 - HARM - 2# Steam Controls Upgrd,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
9511f957-eaef-4121-8a8d-6323942b8774,210705600_EEEP_PACKING_VENT_UPGRADES,210705600 - EEEP Packing Vent Upgrades,Maintainance Capital Project,FAC_EEEP,,Active,true
68752d85-dd1d-464d-ae55-544760485e22,210705800_GUNDY_SPECC3_LACT_MODIFICATION,210705800 - Gundy SpecC3 LACT Modification,Maintainance Capital Project,FAC_TOWNSEND,,Active,true
76520ab1-4452-4546-835b-9d938381070c,210705900_MERC_NGL_PRE_HEATER_TWINNING,210705900 - MERC NGL Pre-Heater Twinning,Maintainance Capital Project,FAC_TOWNSEND,,Active,true
6c3ac6d2-65e0-41ab-8ab6-84d093571b83,210706000_N_AITKEN_NGL_LACT_EXPANSION,210706000 - N. Aitken NGL LACT Expansion,Maintainance Capital Project,FAC_AITKEN,,Active,true
7675991c-5107-4a16-a208-c32f336ad7ed,210706100_NPINE_SPEC_C3_HEADER_UPSIZE,210706100 - NPine Spec C3 Header Upsize,Maintainance Capital Project,FAC_NORTH_PINE,,Active,true
827800e7-53b7-450e-90f4-df2dcad7f02e,211900100_PIER_TRANSFORMER_UPGRADE,211900100 - Pier Transformer Upgrade,Maintainance Capital Project,FAC_FERNDALE,,Active,true
f2e4e281-e9e0-4082-8b01-5fbb4c9b684a,211900200_NEW_OFFICE_CONTROL_ROOM,211900200 - New Office & Control Room,Maintainance Capital Project,FAC_SLAVE_LAKE,,Active,true
6f3589cd-0175-4ce0-8ab8-92defa073425,211900400_2021_BRACING_MAINT_PROGRAM,211900400 - 2021 Bracing Maint. Program,Maintainance Capital Project,FAC_FERNDALE,,Active,true
c61f80d6-ba67-453e-a05a-85fce4c0d815,211900500_TRESTLE_CABLE_TRAY_REROUTING,211900500 - Trestle Cable Tray Rerouting,Maintainance Capital Project,FAC_FERNDALE,,Active,true
33952baa-b9a6-499d-8632-f21a84644148,211900600_2021_PILING_MAINT_PROGRAM,211900600 - 2021 Piling Maint. Program,Maintainance Capital Project,FAC_FERNDALE,,Active,true
9f9cab6d-98b5-4d59-b39f-9b22db38458f,211900700_MCC_EQUIPMENT_REPLACEMENT,211900700 - MCC Equipment Replacement,Maintainance Capital Project,FAC_FERNDALE,,Active,true
3dbcd4e6-e8d2-459a-8b0c-78b64815ba35,211901100_YELLOWKNIFE_TANK_ADDITION,211901100 - Yellowknife Tank Addition,Maintainance Capital Project,FAC_YELLOWKNIFE,,Active,true
55e57cc5-861c-4d2f-ad38-e9db14fa4061,211901200_GRIFFITH_SHOP_OFFICE_UPGRADE,211901200 - Griffith Shop & Office Upgrade,Maintainance Capital Project,FAC_GRIFFITH,,Active,true
65730253-df9d-4e7c-b9f9-16e342baac77,211901301_TRACK_REPAIRS_UPGRADES,211901301 - Track Repairs & Upgrades,Maintainance Capital Project,FAC_FERNDALE,,Active,true
0b81cf20-057b-4ae0-ad2f-10b7462b2fca,211901302_GROUND_STROM_WATER_UPGRADES,211901302 - Ground & Strom Water Upgrades,Maintainance Capital Project,FAC_FERNDALE,,Active,true
70602dff-f4de-4935-bfb9-db0f9938c0cc,211901400_SUNDRE_VRU_MODIFICATIONS,211901400 - Sundre VRU Modifications,Maintainance Capital Project,FAC_SUNDRE,,Active,true
6fe71c34-d005-4dfb-85ca-d68d94af9813,211901500_SUNDRE_BLEND_PLANT_2021_UPGRDE,211901500 - Sundre Blend Plant 2021 Upgrde,Maintainance Capital Project,FAC_SUNDRE,,Active,true
740e89de-0dd8-416d-aeeb-50f5db70074e,211901600_C3_DELIVERY_LINE_REPLACEMENT,211901600 - C3 Delivery Line Replacement,Maintainance Capital Project,FAC_GRIFFITH,,Active,true
592d3c68-5bfb-4b18-ae0c-66bf975eec80,220700600_HARM_CONSTRUCTION_INSTALL,220700600 - HARM - Construction & Install,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
77218cf5-0fce-471b-95c2-b27319b2e725,220701401_COMPRESSOR_INLET_AIR_MODS,220701401 - Compressor Inlet Air Mods,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
4489355b-5d3e-4b69-8c81-34abfc3f4331,220701402_MOC_S_AND_SMALL_PROJECTS,220701402 - MOC's and Small Projects,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
138f96c9-13d8-439c-9d60-68489f12572d,220701403_PW_COMPOSITE_REPLACEMENT,220701403 - PW Composite Replacement,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
664a24d3-3404-4c98-805c-906340224c88,220701404_REGEN_GAS_REROUTE,220701404 - Regen Gas Reroute,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
fd7dae17-3248-468c-a0b7-95b342fa3116,220701405_TURNAROUND_DEEPCUT_METERING,220701405 - Turnaround & Deepcut Metering,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
86af5c0f-54cb-496d-93f0-4db25f97dfb0,220701501_2022_HARMATTAN_TURNAROUND,220701501 - 2022 Harmattan Turnaround,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
e9a41a25-8500-409d-9a69-72c6a55efa9b,220701502_2022_HARMATTAN_SMALL_PROJECTS,220701502 - 2022 Harmattan Small Projects,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
7ea148e3-e316-4f22-95fd-74460cdac07b,220701600_2021_NEBC_TA_NORTH_PINE,220701600 - 2021 NEBC TA - North Pine,Maintainance Capital Project,FAC_NORTH_PINE,,Active,true
0a3c0ea3-840c-4dc0-aa82-e0ce8c0c1c52,220701601_2021_NEBC_TA_PIPELINE,220701601 - 2021 NEBC TA - Pipeline,Maintainance Capital Project,FAC_TOWNSEND,,Active,true
b2b9e4d5-e299-4da7-87f4-b7ad7f707046,220701800_HARM_CGGS_SEPARATOR_UPGRADE,220701800 - HARM - CGGS Separator Upgrade,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
bd7b2ee6-db14-451a-b27c-7b6daaf1c011,220701900_JEEP_KM202_VFD_UPGRADE,220701900 - JEEP KM202 VFD Upgrade,Maintainance Capital Project,FAC_JEEP,,Active,true
c6e06676-e48f-42b3-a199-61b05b133d61,220702101_EEEP_FIRE_GAS_UPGRADE,220702101 - EEEP Fire & Gas Upgrade,Maintainance Capital Project,FAC_EEEP,,Active,true
5563e4ac-355d-4307-b560-37cec7a5c47f,220702102_EEEP_PUMP_ISO_SUCTION_VALUES,220702102 - EEEP Pump ISO (Suction Values),Maintainance Capital Project,FAC_EEEP,,Active,true
0e5f82ba-741c-4c08-b1c6-86bc2e3b29c3,220702103_EEEP_SMALL_SCOPES,220702103 - EEEP Small Scopes,Maintainance Capital Project,FAC_EEEP,,Active,true
d70b45bf-f1dc-4462-b33c-b4caa8990fc5,220702200_HARM_WATER_DISPOSAL_PL_ACQ,220702200 - HARM Water Disposal PL Acq,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
b4dca35c-757b-4fa6-9791-6133891b2c75,220702600_N_PINE_CIVIL_DRAINAGE_GRADING,220702600 - N. Pine Civil Drainage Grading,Maintainance Capital Project,FAC_NORTH_PINE,,Active,true
369ba48d-6b3f-4483-91eb-ede8a3da52e6,220702900_CARSTAIRS_PL_EXTENSION_LIFE,220702900 - Carstairs PL Extension Life,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
9068e974-9a3f-4d44-b7de-429b84b9b9a5,220703100_GORDONDALE_K2200_ENGINE_REPLC,220703100 - Gordondale K2200 Engine REPLC,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
9e7fcf66-78ba-4c36-8155-c4a743bd0386,220703200_GORDONDALE_GAGI_PROJECT,220703200 - Gordondale GAGI Project,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
2ae78a4f-d4e0-4c07-b140-18cab982b878,220703300_TOWNSEND_SOLAR_SPARE_PARTS,220703300 - Townsend Solar Spare Parts,Maintainance Capital Project,FAC_TOWNSEND,,Active,true
01cc3d38-bbbf-4d22-8ebc-79b48d2dc514,221900100_DNR_AQUATIC_LEASE_COMPLIANCE,221900100 - DNR Aquatic Lease Compliance,Maintainance Capital Project,FAC_FERNDALE,,Active,true
cb535623-f008-4309-b082-460ef26ec3a1,221900301_FUEL_GAS_BLEND,221900301 - Fuel Gas Blend,Maintainance Capital Project,FAC_FERNDALE,,Active,true
20b5c8b1-a429-48dc-bb39-224e69aaff02,221900302_DE_ETHANIZER_DEHYDRATION,221900302 - De-Ethanizer/Dehydration,Maintainance Capital Project,FAC_FERNDALE,,Active,true
004a61f3-9f6e-4fbe-a5d5-f5ac3f17680c,221900303_ENCLOSED_GROUND_FLARE,221900303 - Enclosed Ground Flare,Maintainance Capital Project,FAC_FERNDALE,,Active,true
60abcfd4-a5a0-4af1-9cce-a92a57b260c2,221900500_SLAVE_LK_REVERSE_OSMOSIS_SYS,221900500 - Slave Lk Reverse Osmosis Sys,Maintainance Capital Project,FAC_SLAVE_LAKE,,Active,true
1a83a59a-7de6-498f-a92b-d866d4af0e38,221900700_RIPET_RAIL_RACK_ROOF,221900700 - RIPET Rail Rack Roof,Maintainance Capital Project,FAC_RIPET,,Active,true
9421d7ac-cde0-4696-9d6a-3be234919465,221901000_FERNDALE_K210_211_OH_CRANE,221901000 - Ferndale K210 211 OH Crane,Maintainance Capital Project,FAC_FERNDALE,,Active,true
c6c3f18f-3c44-4280-8f2f-c8d0457ec5dc,221901100_SARNIA_TANK_100_TURNAROUND,221901100 - Sarnia Tank 100 Turnaround,Maintainance Capital Project,FAC_MIDSTREAM,,Active,true
0f98f3dc-d456-4b73-bfec-cea05f85e416,221901300_RIPET_DCS_CONTROLLER_EXPANSION,221901300 - RIPET DCS Controller Expansion,Maintainance Capital Project,FAC_RIPET,,Active,true
30e81ee8-74dc-4f4d-8b57-88cb968ab8de,221902400_FERNDALE_POTABLE_WATER_COMP,221902400 - Ferndale Potable Water Comp.,Maintainance Capital Project,FAC_FERNDALE,,Active,true
a53e2546-7765-4240-8468-50842fe13fc0,221902500_SLAVE_LAKE_SAFETY_SHOWERS,221902500 - Slave Lake Safety Showers,Maintainance Capital Project,FAC_SLAVE_LAKE,,Active,true
bff8138b-e5e9-48d6-8235-d4b5e72e222e,221902600_SUNDRE_SAFETY_SHOWERS,221902600 - Sundre Safety Showers,Maintainance Capital Project,FAC_SUNDRE,,Active,true
bd8e6d70-1f1e-43c0-b293-16be41a85c89,221902700_SUNDRE_BURNER_MGMT_SYS_UPGRADE,221902700 - Sundre Burner Mgmt Sys Upgrade,Maintainance Capital Project,FAC_SUNDRE,,Active,true
1e8d64c4-d430-43e7-86cd-8316d620c655,221902800_UNICK_ROAD_OUTFALL_UPGRADE,221902800 - Unick Road Outfall Upgrade,Maintainance Capital Project,FAC_FERNDALE,,Active,true
d1f10973-5ad9-42bf-b5a8-9f0791f5c9d2,221902900_RIPET_INST_AIR_NITROGEN_UP,221902900 - RIPET Inst Air/Nitrogen UP,Maintainance Capital Project,FAC_RIPET,,Active,true
68b0bed2-f2da-4ee8-9b21-08d9155f2ea5,221903100_GRIFFITH_CAVERN_ESP_EOL_REPLC,221903100 - Griffith Cavern ESP EOL REPLC,Maintainance Capital Project,FAC_GRIFFITH,,Active,true
44412245-1488-4467-89d3-1e9bc4cb8c71,230700301_CARSTAIRS_PL_PRE_FEED,230700301 - Carstairs PL - Pre-FEED,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
d3419e48-cbc8-4a57-91cf-8a7c98ae3ef5,230700302_CARSTAIRS_PL_CONSTRUCTION,230700302 - Carstairs PL Construction,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
44239e9a-76cc-466f-972e-b4a8a32eaa87,230700501_EEEP_2023_TURNAROUND,230700501 - EEEP 2023 Turnaround,Maintainance Capital Project,FAC_EEEP,,Active,true
a3739a47-0daf-4bd9-b1c3-db7d484d0d07,230700502_EEEP_2023_SMALL_PROJECTS,230700502 - EEEP 2023 Small Projects,Maintainance Capital Project,FAC_EEEP,,Active,true
aa0e1b15-8422-438f-82d6-d07d4048495e,230700601_HARM_AMINE_STRIPPER_REBOILER,230700601 - HARM - Amine Stripper Reboiler,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
089b7d9e-976f-40d3-bca1-bf4027507e5b,230700602_HARM_VFD_CONTROL_UPGRADES,230700602 - HARM - VFD Control Upgrades,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
037ff5dc-c2e1-4853-97d7-6e7a78fe00bc,230700603_HARM_C_3_CONDY_TANK_REFURB,230700603 - HARM - C-3 Condy Tank Refurb,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
e7934ebb-b426-402f-9254-fe6ad3f2616a,230700604_HARM_2A_FKO_DRAIN_REROUTE,230700604 - HARM - 2A FKO Drain Reroute,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
425921fe-dbf1-4d27-91b3-1b200a25acf9,230701000_GGP_2023_SMALL_UPG_PROJECTS,230701000 - GGP 2023 Small UPG Projects,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
7c60ecfa-31b7-4985-b8df-522e36828a86,230701100_GGP_PRODUCED_WATER_COMP_UPG,230701100 - GGP Produced Water Comp UPG,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
287e99ec-7778-4c48-b388-3a0cbbb9507a,230701200_EAGLE_HILL_C5_TANK_BASE_UPG,230701200 - Eagle Hill C5 Tank Base UPG,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
ea3b31f6-6e45-4262-bbff-aaade67b5682,230701600_HARM_CONDENSATE_LOADING_RACK_4,230701600 - HARM Condensate Loading Rack 4,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
626755a5-5855-44ef-91a2-14108c5b2ff5,230701700_HARM_COGEN_LUBE_OIL_AUX_COOLER,230701700 - HARM Cogen Lube Oil Aux Cooler,Maintainance Capital Project,FAC_HARMATTAN,,Active,true
c3f92f20-f77a-49d0-8d9e-7e2a33d3a287,230701800_TTT_C5_WATER_CUT_METERING_UPG,230701800 - TTT C5 Water Cut Metering UPG,Maintainance Capital Project,FAC_TOWNSEND,,Active,true
0ad78f2e-4113-49df-bd60-dccd047a7592,230701900_NP_RAIL_METHANOL_INJ_PUMP_SY,230701900 - NP Rail Methanol Inj Pump Sy,Maintainance Capital Project,FAC_NORTH_PINE,,Active,true
57be246a-6f2e-4f6e-afa0-4095a9ebd974,230702000_NP_C5_WATER_CUT_METERING_UPG,230702000 - NP C5 Water Cut Metering UPG,Maintainance Capital Project,FAC_NORTH_PINE,,Active,true
a05c96ff-1cd8-49c8-80d8-c20d3f3c9ee3,230702100_NP_RAIL_CONTROL_ROOM_PURCHASE,230702100 - NP Rail Control Room Purchase,Maintainance Capital Project,FAC_NORTH_PINE,,Active,true
665ea2f6-1f8d-46ae-81bf-1081a77f6e54,230702300_GORDONDALE_K2100_ENGINE_REPLC,230702300 - Gordondale K2100 Engine REPLC,Maintainance Capital Project,FAC_GORDONDALE,,Active,true
43ffb140-c0b0-48d4-8019-885114612db9,230702400_YOUNGER_VFD,230702400 - Younger VFD,Maintainance Capital Project,FAC_YOUNGER,,Active,true
4eda9b8c-4642-417f-b549-9d18f18f55c9,230702500_YOUNGER_2023_MAINTENANCE_CAP,230702500 - Younger 2023 Maintenance Cap.,Maintainance Capital Project,FAC_YOUNGER,,Active,true
